,Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
496,496,1044741,34.0,unknown,unknown,no,False,8,5,41,True,99.99,C, false,True,62.77,540.25,39.99,70.0,0.0,-1.065,0.317,167.33,27.33,6.33,0.968688478,-5.876222547,13.67,21,0.67,,,0, false
497,497,1070901,56.0,unknown,town,unknown,False,7,1,360,True,,B, false,True,62.28,323.0,35.15,101.0,0.16,-6.18,-1.2456,14.34,5.0,2.0,1.431492843,-3.536151133,6.33,12,1.33,,,0, true
498,498,1045946,,unknown,unknown,unknown,False,1,2,30,True,149.99,E, true,False,77.71,1349.0,84.99,0.0,2.24,3.06,-0.1294,367.86,59.67,32.67,0.9150955409999999,-16.35543693,53.0,14,1.67,,,0, true
499,499,1050944,32.0,unknown,unknown,unknown,False,1,1,552,True,,B, true,False,28.74,52.25,29.99,0.0,0.0,-0.705,-0.005,5.24,2.0,0.67,8.991825613,-14.78838891,1.67,19,0.0,,,0, true
500,500,1069738,,unknown,suburban,unknown,False,1,1,259,True,,C, true,False,62.69,592.5,69.79,14.5,0.68,3.79,0.3442,0.0,0.0,0.0,0.0,5.6658667010000014,0.0,9,0.0,,,0, false
501,501,1005132,,unknown,unknown,unknown,False,7,3,566,True,29.99,C, true,True,35.49,417.0,44.99,0.0,0.0,-1.2,0.01,118.19,61.0,14.0,0.85953647,1.803653309,11.67,34,1.33,,,0, false
502,502,1057440,50.0,unknown,unknown,no,False,9,2,247,True,9.99,B, false,True,38.39,534.75,44.99,9.0,0.0,5.165,0.2038,132.94,37.67,17.33,1.7360525869999999,-20.78912097,8.0,13,0.0,,,0, false
503,503,1057899,44.0,unknown,rural,yes,True,9,1,331,True,,B, true,True,19.04,258.0,10.0,0.0,0.0,-0.14,0.0264,20.73,20.67,5.67,1.3569023569999998,2.487540715,1.33,11,0.0,,,0, false
504,504,1043160,44.0,crafts,suburban,no,True,7,2,121,True,29.99,B, false,True,63.02,688.0,44.91,11.5,0.0,5.02,-0.0926,164.28,70.67,11.67,1.037037037,-6.327508871,10.0,17,0.0,,,0, false
505,505,1048263,48.0,unknown,suburban,no,False,7,1,406,True,,C, false,True,7.62,0.0,5.0,0.0,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,-3.525658853,0.0,13,0.0,,,0, true
506,506,1001248,62.0,professional,unknown,no,True,7,3,939,True,59.99,D, false,True,103.5,697.75,50.0,177.5,0.0,-0.795,-0.1922,114.89,101.0,0.0,1.2746382170000001,-16.35883605,6.0,49,0.0,,,0, true
507,507,1001344,28.0,clerical,unknown,no,False,8,1,1295,False,,A, false,True,103.27,359.5,46.54,171.0,0.0,0.39,-0.7624,73.23,2.67,0.67,2.309642857,-7.961330642,12.67,43,0.33,,,0, true
508,508,1076203,32.0,clerical,suburban,no,False,6,3,56,True,149.99,D, true,True,111.48,1170.5,31.56,295.0,0.0,-23.41,-2.2296,109.34,15.33,2.67,2.344827586,4.0883505819999995,14.0,11,4.67,,,0, false
509,509,1063368,,unknown,suburban,unknown,False,1,1,363,True,,E, true,False,30.24,254.75,39.99,0.0,0.0,2.805,-0.005,12.97,5.0,2.0,0.881612903,5.400040732999999,2.67,12,0.0,,,1, true
510,510,1013006,58.0,unknown,unknown,no,False,5,1,899,True,,A, false,True,48.2,153.75,29.99,49.75,0.8,-0.995,-0.3642,5.52,1.33,1.33,3.7411111110000004,5.292316529,3.67,30,0.0,,,0, false
511,511,1031934,40.0,unknown,unknown,yes,False,7,2,304,True,149.99,A, false,True,30.52,143.5,30.0,0.0,0.0,0.99,0.0094,19.79,5.67,2.33,1.3749330480000002,2.8728671660000002,3.33,19,0.0,,,0, false
512,512,1025795,,unknown,unknown,unknown,False,1,3,160,True,29.99,D, true,False,63.01,346.75,9.72,37.5,0.0,-6.935,1.7398,189.02,9.0,15.33,1.12254139,-17.17159262,3.67,24,2.33,,,0, false
513,513,1014866,58.0,unknown,unknown,unknown,False,5,5,312,True,29.99,C, true,True,233.2,1464.25,59.99,583.5,0.0,37.955,10.195,247.11,80.33,22.33,1.216164918,11.32992773,47.67,25,0.67,1.0,,0, true
514,514,1055705,64.0,unknown,unknown,no,True,3,2,59,True,29.99,D, true,False,96.84,1107.5,38.86,137.25,4.1,-6.67,-0.7624,345.39,3.67,0.0,0.946239574,-1.080382043,30.33,17,6.0,,,0, false
515,515,1043512,52.0,crafts,town,yes,False,9,2,433,True,149.99,C, false,True,65.1,553.25,69.99,0.0,0.38,-3.825,-0.0372,3.06,5.67,0.67,1.6710499280000002,-10.42260019,2.67,17,0.0,,,0, true
516,516,1024602,,professional,suburban,yes,True,5,1,726,False,,B, false,True,29.99,20.5,29.99,0.0,0.0,0.53,,1.27,0.0,0.0,3.5928143710000002,5.329978969,0.33,24,0.0,,,0, true
517,517,1016279,46.0,unknown,suburban,yes,True,10,1,724,True,,B, false,True,35.84,157.0,24.99,24.0,0.0,-0.84,-0.217,1.56,0.0,0.0,3.13111546,-6.330184471,3.33,24,0.0,,,0, false
518,518,1027857,,unknown,suburban,unknown,False,1,2,681,True,129.99,B, false,False,309.92,1617.75,299.99,0.0,0.0,-0.955,0.0446,387.49,77.0,23.67,8.878978308999999,-2.7976311810000003,16.0,23,0.33,,,0, true
519,519,1030112,36.0,professional,suburban,no,False,7,1,634,True,,B, false,True,30.0,162.0,30.0,0.0,0.0,-1.16,,1.53,5.33,0.33,5.213270142,-5.671227067,4.33,21,0.0,,,3, false
520,520,1095869,,unknown,town,unknown,False,1,1,234,True,,E, true,False,44.91,722.0,47.41,0.0,0.0,-14.44,-0.0984,294.82,30.67,1.0,0.43803224799999996,-3.6777676230000003,11.67,8,0.0,,,0, true
521,521,1039115,68.0,unknown,suburban,no,False,9,5,75,True,149.99,D, false,True,210.88,3522.25,104.37,541.5,0.0,-12.325,-1.0490000000000002,1292.5,167.33,23.33,0.613621399,-1.7927173680000001,22.0,16,22.33,,,2, false
522,522,1017241,50.0,unknown,unknown,yes,True,6,3,233,True,129.99,A, false,True,64.55,639.25,44.99,83.75,0.0,3.075,1.1518,82.82,26.33,0.33,2.203703704,5.83547436,16.0,25,1.0,,,0, false
523,523,1000357,32.0,unknown,suburban,no,False,8,4,632,True,29.99,C, false,True,74.37,585.25,80.88,0.0,0.0,1.535,-0.6968,181.02,18.67,5.33,2.999703,9.355405247,5.0,52,0.33,,,0, false
524,524,1016910,40.0,unknown,suburban,yes,False,9,1,715,True,,A, false,True,93.62,594.5,85.0,75.5,0.0,6.81,1.1198,45.03,4.67,5.67,2.414859252,2.058731135,7.0,24,1.67,,,0, true
525,525,1050491,,unknown,suburban,unknown,False,1,1,449,True,,B, true,False,52.06,451.25,49.99,0.0,0.0,0.475,-0.0216,102.47,38.67,18.0,1.179866951,15.54404612,12.33,15,5.33,,,2, true
526,526,1066659,34.0,self-employed,unknown,no,False,3,1,390,True,,C, false,True,21.99,58.25,10.0,11.25,0.0,0.175,0.1002,14.17,2.0,4.67,2.233256351,-7.3939417989999985,0.33,13,0.0,,,0, true
527,527,1020011,60.0,professional,town,yes,True,10,1,789,True,,D, false,True,88.85,324.5,29.99,165.0,1.11,-0.91,-0.4842,58.35,25.67,2.33,0.571428571,-3.0799651389999996,7.67,26,0.0,,,0, false
528,528,1097564,28.0,unknown,suburban,unknown,False,6,1,183,True,,D, true,False,50.15,630.5,59.99,0.0,0.16,5.01,-0.0032,39.42,22.0,4.67,1.140961538,2.988323905,1.67,7,1.0,,,0, false
529,529,1056041,40.0,unknown,suburban,yes,False,6,1,404,True,,B, false,True,38.92,207.25,39.99,15.5,0.0,-1.885,-0.1186,29.79,19.67,0.0,4.980588235,-4.4647497000000005,0.33,13,0.0,,,0, false
530,530,1080844,30.0,crafts,unknown,yes,True,6,1,315,True,,B, false,True,36.75,58.25,44.99,0.0,1.76,-0.405,-0.0352,5.59,4.0,1.67,2.714285714,-12.27995456,0.33,11,0.0,,,0, true
531,531,1078572,40.0,professional,town,yes,True,6,1,322,True,,B, false,True,70.25,449.0,44.99,100.75,0.0,-1.52,-0.2572,130.95,16.0,16.0,4.1315789469999995,18.15021243,5.33,11,0.0,,,0, true
532,532,1064058,38.0,retired,unknown,yes,False,8,2,374,True,149.99,C, false,True,38.75,536.5,44.99,9.75,0.1,1.13,0.1348,14.57,9.33,3.33,0.876720773,5.169540142,2.0,14,0.0,,,0, false
533,533,1095202,50.0,unknown,suburban,unknown,False,6,1,190,True,,B, false,False,73.68,603.25,59.99,58.5,0.29,-1.425,-0.4504,157.48,29.0,6.33,2.6615384619999998,5.901185606,14.67,7,0.0,,,0, false
534,534,1092162,,unknown,unknown,no,False,7,2,64,True,29.99,B, true,True,69.08,1446.75,72.78,12.0,0.0,0.405,0.33799999999999997,656.2,56.0,27.33,0.523176248,6.443326845,6.0,10,15.33,,,0, false
535,535,1082366,,unknown,unknown,unknown,False,1,1,202,True,,D, true,False,43.3,772.0,49.99,19.25,0.0,-3.24,-0.3984,125.05,8.0,0.67,0.866959356,14.78499628,10.0,7,2.0,,,1, true
536,536,1044074,26.0,unknown,unknown,no,False,2,2,30,True,149.99,E, false,True,81.02,253.5,75.0,1.0,0.0,5.61,0.14800000000000002,48.3,25.0,11.67,2.777916667,1.2912414490000002,7.33,17,0.67,,,0, true
537,537,1011469,44.0,unknown,town,yes,False,3,3,73,True,99.99,A, false,True,78.95,806.75,59.99,49.75,0.84,6.025,0.3468,98.23,5.67,0.67,2.8554216869999998,3.2863141989999995,32.67,27,0.0,,,3, false
538,538,1080658,64.0,professional,suburban,yes,True,10,2,117,True,29.99,B, false,True,36.53,111.0,10.0,68.5,0.52,3.84,0.7008,0.0,6.0,0.0,0.637107776,-15.78609097,1.33,9,1.0,,,1, false
539,539,1078743,,unknown,unknown,unknown,False,1,2,275,True,59.99,D, true,False,51.6,183.75,44.99,17.5,6.23,4.385,0.2308,17.66,2.33,0.0,4.152249135,-19.52628909,3.0,9,0.67,,,0, true
540,540,1062287,38.0,clerical,unknown,no,True,6,1,307,True,,B, false,True,34.51,103.75,39.99,0.0,0.0,-1.035,-0.0104,12.28,11.33,12.33,1.2132,-1.926129611,11.33,10,0.0,,,0, true
541,541,1065852,44.0,unknown,unknown,unknown,False,8,1,287,True,,D, true,False,53.39,186.5,51.98,0.0,0.0,-1.05,-0.0282,0.0,0.0,0.0,0.0,1.390618375,0.0,9,0.0,,,0, true
542,542,1016140,28.0,unknown,unknown,no,False,7,4,493,True,29.99,A, true,False,31.65,267.25,30.0,4.25,0.16,1.055,0.009000000000000001,33.03,20.67,6.0,4.10418311,-2.999148235,4.0,28,0.33,,,0, false
543,543,1089899,,unknown,town,unknown,False,1,1,217,True,,B, true,False,67.21,775.75,69.99,17.5,0.49,-2.795,-0.1292,129.91,18.33,0.67,0.802990955,-13.71549235,19.0,7,3.67,,,2, true
544,544,1099362,48.0,unknown,unknown,yes,False,5,2,862,True,29.99,A, false,True,30.17,69.33,29.99,0.0,0.0,-0.1266,-0.0036,0.16,1.33,0.0,2.521008403,-15.89558363,0.33,29,0.0,,,0, true
545,545,1014905,28.0,unknown,unknown,no,True,5,6,466,True,9.99,D, true,True,55.93,1800.25,59.99,15.0,0.0,5.195,0.2412,499.4,40.0,3.33,0.715597826,-5.966227497,9.0,25,14.33,,,1, false
546,546,1079358,32.0,professional,suburban,yes,True,7,2,248,True,129.99,E, false,True,62.27,815.25,59.49,33.75,0.0,2.795,0.5314,169.1,28.33,24.67,1.3507425990000002,-2.6198044609999998,11.33,13,4.0,,,0, false
547,547,1061266,,unknown,suburban,unknown,False,1,1,314,True,,B, true,False,33.43,247.25,24.83,21.25,3.17,-4.945,-0.4686,32.82,8.33,1.33,1.849568434,-7.1945192879999995,5.67,10,0.0,,,0, true
548,548,1028982,,unknown,suburban,no,False,7,5,143,True,129.99,E, false,False,60.22,361.5,59.49,1.75,10.04,-3.51,-0.0252,123.28,3.33,0.67,2.479721622,13.01196965,6.33,23,7.0,,,0, true
549,549,1033918,,unknown,unknown,unknown,False,1,2,450,True,59.99,C, true,False,101.32,504.5,104.99,0.0,0.0,0.15,-0.0668,92.35,27.67,1.67,3.194583333,2.629588116,6.67,18,1.33,,,0, false
550,550,1042564,,unknown,unknown,unknown,False,1,1,631,True,,E, true,False,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.52831972,0.0,21,0.0,,,0, true
551,551,1049128,34.0,unknown,suburban,yes,False,8,1,507,True,,B, false,True,10.0,21.5,10.0,0.0,0.0,0.41,,0.45,2.33,0.67,0.6348773839999999,-0.058841458,0.67,17,0.0,,,0, true
552,552,1085735,26.0,unknown,town,yes,True,5,1,190,True,,B, false,True,42.78,240.5,44.87,5.5,1.39,0.17,-0.0446,49.01,9.67,4.0,1.26456732,-4.668374032,8.33,6,0.0,,,0, false
553,553,1092609,,unknown,unknown,unknown,False,1,1,235,True,,B, true,False,64.4,427.0,69.99,24.25,0.0,4.2,0.6048,49.33,34.33,3.0,1.9534,4.062277314,2.0,8,0.0,,,0, false
554,554,1062880,,unknown,unknown,unknown,False,1,3,105,True,149.99,E, true,False,52.77,258.75,42.99,0.0,1.1,-5.175,-1.3514,28.33,15.0,0.67,1.4590566040000001,-13.00981184,7.67,10,3.33,,,0, false
555,555,1085303,48.0,unknown,unknown,yes,True,10,1,300,True,,B, false,True,50.73,793.25,59.99,0.0,0.0,5.155,-0.0148,49.78,2.0,1.33,0.7807894740000001,-22.14941442,7.0,10,0.0,,,0, false
556,556,1087706,50.0,clerical,suburban,yes,True,6,2,280,True,29.99,F, false,True,16.84,735.75,10.0,19.25,0.1,5.905,0.4024,87.69,82.0,13.67,1.4283041230000002,-3.626529586,19.0,10,0.0,,,0, false
557,557,1049490,48.0,professional,town,yes,True,10,1,395,True,,G, false,True,49.97,352.25,29.99,49.5,2.12,1.895,0.187,78.06,29.0,4.33,1.395,-13.39448034,4.33,13,0.0,,,0, true
558,558,1065381,54.0,unknown,town,no,True,10,1,352,True,,C, false,True,45.49,998.0,39.99,43.75,0.0,-1.84,-0.077,0.0,0.0,0.0,0.0,13.16394463,0.0,12,0.0,,,2, true
559,559,1088696,,unknown,unknown,unknown,False,1,1,335,True,,G, true,False,71.87,875.25,67.07,38.5,1.6,5.835,0.2988,82.86,43.33,0.0,1.027717222,9.750375577,16.0,12,5.33,,,0, true
560,560,1039285,34.0,unknown,unknown,yes,True,2,1,555,True,,E, true,True,67.72,625.5,27.09,137.25,0.0,-12.51,-1.3544,59.95,7.0,8.33,1.163843269,13.12960019,19.0,18,1.67,,,0, true
561,561,1049053,36.0,unknown,unknown,unknown,False,3,1,399,True,,B, false,True,30.26,42.75,29.99,0.0,0.0,0.585,-0.0054,0.0,0.33,0.0,2.759398496,-1.4778382540000001,1.0,13,0.0,,,0, true
562,562,1081925,74.0,retired,unknown,yes,False,4,1,312,True,,B, false,True,36.33,428.75,44.99,0.25,0.0,0.625,0.0128,2.31,0.67,0.0,1.158809524,-21.24615625,5.67,11,0.0,,,0, true
563,563,1013902,34.0,professional,unknown,no,False,10,15,58,True,99.99,A, false,True,360.59,3583.75,301.98,33.0,7.34,15.305,0.4236,427.47,78.0,7.33,3.1944013860000005,9.656756225,23.33,27,0.67,,,0, false
564,564,1076395,,unknown,unknown,unknown,False,1,2,127,True,149.99,E, true,False,35.49,1221.5,44.99,0.0,0.0,2.97,-0.01,25.92,8.0,2.0,0.531034483,14.69884015,22.67,11,5.33,,,0, true
565,565,1019763,,unknown,unknown,unknown,False,1,2,144,True,29.99,E, true,False,103.04,679.0,75.0,46.5,2.15,3.94,0.8006,116.9,58.0,3.33,0.524651914,-3.805955361,6.33,23,3.0,,,0, false
566,566,1094464,,unknown,unknown,unknown,False,1,1,267,True,,G, true,False,34.99,382.0,44.99,0.0,0.0,1.14,,1.49,0.0,0.67,0.45945945899999996,1.49564885,1.33,9,0.0,,,0, false
567,567,1085852,28.0,unknown,town,no,False,8,2,122,True,149.99,C, false,True,87.98,684.0,54.55,122.5,0.0,-2.66,-0.7898,197.29,29.0,3.0,1.2932936659999998,1.815727584,23.0,6,1.67,,,0, false
568,568,1009299,44.0,crafts,unknown,yes,True,5,1,997,True,,A, false,True,17.18,7.5,16.99,0.0,0.0,-0.15,-0.0038,1.62,0.33,0.33,0.3325,-8.577843923,0.67,33,0.0,,,0, true
569,569,1090761,32.0,unknown,suburban,no,False,5,1,209,False,,B, true,True,13.94,256.25,10.0,11.25,0.0,-0.245,-0.0788,107.25,17.0,13.33,1.38875,6.257985811,3.0,7,0.0,,,0, true
570,570,1024255,44.0,professional,suburban,no,False,6,4,60,True,149.99,B, false,True,82.33,597.0,49.99,52.25,0.2,-6.44,-0.639,219.28,10.67,8.67,0.6970493240000001,9.998945542000001,15.67,21,0.33,,,3, true
571,571,1054224,22.0,unknown,unknown,no,False,7,2,145,True,149.99,E, false,True,53.49,105.25,59.99,0.0,0.0,-2.105,-0.005,18.89,5.33,1.67,1.5,-4.329499638,2.0,16,0.0,,,0, true
572,572,1006290,52.0,unknown,unknown,yes,True,8,4,653,True,59.99,A, false,True,58.06,532.0,50.0,31.25,0.0,-0.64,-0.1612,63.49,24.0,0.0,1.362088536,-7.4735188720000005,34.67,33,0.0,,,0, true
573,573,1081146,,unknown,unknown,unknown,False,1,1,206,True,,B, true,False,40.31,569.75,54.99,0.0,0.0,-1.855,0.0936,35.45,5.67,1.67,0.825,-7.4817174889999984,14.0,7,0.0,,,0, false
574,574,1096703,,unknown,rural,no,False,4,1,204,True,,E, false,True,142.5,2319.0,72.9,127.5,21.09,-1.64,0.1238,502.04,84.0,34.67,0.949685535,18.28433312,51.0,7,14.67,,,0, false
575,575,1056368,,unknown,unknown,unknown,False,1,2,307,True,129.99,D, true,False,87.12,788.75,59.99,99.75,0.96,-5.175,-0.638,256.62,31.67,4.33,1.967691,-3.40326348,6.67,15,0.67,,,0, false
576,576,1038330,34.0,unknown,suburban,yes,False,6,2,289,True,149.99,C, false,True,20.48,434.25,10.0,35.0,0.0,-1.325,-0.17,73.14,35.0,10.33,0.776593407,2.687455519,8.0,19,1.67,,,0, false
577,577,1032814,30.0,unknown,unknown,yes,False,8,1,563,True,,B, false,True,31.23,165.75,30.0,0.0,0.0,0.945,0.0444,24.09,3.67,0.0,2.257861635,9.045591075,8.67,19,0.0,,,0, true
578,578,1026793,32.0,unknown,unknown,yes,False,6,1,656,False,,B, false,True,34.99,108.5,34.99,0.0,0.0,0.25,,11.98,3.33,2.0,10.77443609,-4.476364374,1.33,22,0.0,,,0, false
579,579,1073710,52.0,unknown,suburban,yes,False,8,1,298,True,,E, true,True,25.75,32.75,29.99,0.0,2.92,-0.215,-0.515,0.0,0.0,0.0,0.0,-2.5258245880000003,0.0,10,0.0,1.0,1.0,0, true
580,580,1048031,,unknown,suburban,unknown,False,1,2,6,True,79.99,G, true,False,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-6.987428311,0.0,15,0.0,1.0,,0, false
581,581,1007469,50.0,unknown,town,unknown,False,5,5,20,True,39.99,C, false,True,68.12,1603.5,59.99,47.5,0.0,2.97,0.0192,536.34,57.33,96.67,0.517466137,-8.917165648,19.67,33,4.33,,,2, true
582,582,1064838,28.0,unknown,suburban,no,True,3,1,355,True,,E, false,False,28.74,201.75,44.99,0.0,0.0,0.365,0.125,35.17,0.33,0.0,11.34289439,-6.6571481089999995,35.0,12,5.0,,,0, true
583,583,1065917,,unknown,suburban,unknown,False,1,1,349,True,,B, true,False,54.34,472.5,39.99,65.75,1.09,-0.17,-0.4672,0.0,0.0,0.0,0.0,-3.50481834,0.0,11,0.0,,,0, true
584,584,1063045,48.0,unknown,rural,no,False,2,1,411,True,,B, false,True,34.84,27.0,39.99,7.5,0.0,-0.12,-0.0154,0.0,1.0,0.0,2.255639098,-18.17570565,0.67,14,0.0,,,0, true
585,585,1046328,32.0,professional,suburban,no,True,4,1,533,True,,C, false,False,55.3,537.5,49.91,15.5,0.0,0.79,-0.1062,145.13,17.33,4.67,1.5031933419999999,4.504136728,4.67,18,2.0,,,0, false
586,586,1025045,32.0,unknown,suburban,yes,False,7,2,153,True,29.99,B, false,False,62.26,1278.5,59.99,60.5,7.4,-1.27,0.3004,318.83,80.67,20.0,0.68835,-0.990826147,23.33,22,3.0,,,0, false
587,587,1039302,58.0,unknown,unknown,yes,False,8,1,601,True,,C, false,True,137.49,784.0,50.0,272.5,1.78,-14.08,-1.7342,273.64,33.67,0.0,3.22122217,5.814901174,34.0,20,0.0,,,0, true
588,588,1031659,52.0,crafts,suburban,yes,False,9,1,567,True,,B, false,True,51.64,196.0,50.0,0.0,0.2,-0.16,-0.017,19.72,10.0,0.0,1.888888889,1.1208383690000001,19.0,19,0.0,,,0, true
589,589,1061516,,unknown,unknown,unknown,False,1,1,374,False,,B, true,False,41.67,716.0,39.99,33.25,0.0,-1.22,-0.2336,98.33,35.67,5.67,0.7820192309999999,0.5131597179999999,5.0,12,24.0,,,0, true
590,590,1020737,66.0,professional,town,yes,False,8,1,840,True,,B, false,True,39.57,402.5,32.49,5.5,2.82,0.31,-0.1062,78.21,14.33,3.0,4.857693956,6.35669193,14.67,28,3.67,,,0, true
591,591,1069338,50.0,unknown,suburban,no,False,9,1,431,True,,B, false,True,50.24,216.75,59.99,0.0,0.0,1.025,-0.005,0.0,0.0,0.0,0.0,8.812926805,0.0,15,0.0,,,0, true
592,592,1004356,36.0,unknown,suburban,yes,False,10,1,1089,True,,C, false,True,42.47,116.75,30.0,0.0,12.07,-0.635,-0.2208,0.0,2.67,0.0,1.095,-2.395270584,1.0,36,0.0,,,0, false
593,593,1013642,78.0,professional,suburban,yes,False,7,1,837,False,,A, false,True,29.99,7.25,29.99,0.0,0.0,-0.145,,0.0,1.0,0.0,0.401197605,14.66698411,1.0,28,0.0,,,0, false
594,594,1081668,,unknown,suburban,unknown,False,1,2,72,True,99.99,C, true,False,85.24,870.0,52.41,56.5,0.0,6.76,-0.0292,161.9,22.0,5.33,1.456756079,-12.92501809,6.33,11,3.33,1.0,1.0,0, true
595,595,1025771,24.0,unknown,unknown,unknown,False,1,4,444,True,39.99,E, true,False,150.02,1878.5,83.57,358.0,0.0,-16.17,-3.0004,566.75,82.67,12.33,0.9886223209999999,2.209900343,24.33,22,6.67,,,0, true
596,596,1006470,50.0,professional,town,yes,True,10,2,510,True,29.99,A, false,True,35.58,170.75,32.49,8.5,0.0,0.025,-0.0618,13.2,14.33,4.0,1.80025718,-0.693877383,1.33,31,0.0,,,0, true
597,597,1037504,,unknown,unknown,unknown,False,1,1,514,False,,C, true,False,74.74,628.5,50.0,77.25,0.0,-3.39,-0.4948,211.49,47.33,23.33,0.914414877,-8.69282307,37.67,17,2.0,,,0, false
598,598,1035221,54.0,unknown,suburban,no,False,8,1,708,True,,D, false,True,253.27,2436.5,74.99,631.75,0.0,-18.65,-3.0816,1095.63,74.0,27.67,0.750514419,-0.663269763,33.0,24,3.67,,,0, true
599,599,1031231,,unknown,town,unknown,False,1,1,676,True,,D, true,False,35.31,279.25,30.0,13.75,0.0,-0.445,-0.0864,100.71,10.67,1.67,1.278769464,-5.181970667,1.67,23,0.0,,,0, true
600,600,1060990,,unknown,unknown,unknown,False,1,2,315,True,129.99,E, true,False,66.35,958.25,92.53,0.0,0.0,-3.165,0.6114,226.3,55.33,11.33,0.658606061,-6.713230137,26.33,10,3.0,,,0, true
601,601,1080424,,unknown,unknown,unknown,False,1,2,56,True,129.99,B, true,False,108.32,102.0,44.99,0.0,0.0,1.22,-1.2868,7.54,1.67,0.33,2.500535906,4.998154724,8.67,7,0.0,,,0, false
602,602,1024473,44.0,unknown,unknown,unknown,False,9,1,728,True,,B, false,True,50.0,433.5,50.0,0.0,0.0,1.39,,68.68,22.33,0.0,2.975,2.804239775,5.0,24,0.0,,,0, true
603,603,1070628,22.0,unknown,suburban,no,False,7,1,423,True,,B, false,True,75.52,1111.5,46.07,78.0,0.0,-2.13,-0.4306,0.0,0.0,0.0,0.0,-4.10558447,0.0,14,0.0,,,1, true
604,604,1039863,34.0,professional,suburban,no,False,7,2,47,True,79.99,E, false,True,50.23,641.25,27.22,96.0,0.0,23.075,-0.5376,147.81,70.0,16.33,0.680801887,-4.845714114,14.67,18,0.33,,,3, true
605,605,1091816,,unknown,unknown,unknown,False,1,1,245,True,,E, true,False,50.6,839.25,44.99,21.75,1.17,-8.885,-0.3122,297.15,25.33,4.33,0.390772722,5.281295535,2.33,9,0.33,,,0, false
606,606,1049922,48.0,unknown,rural,yes,False,5,2,526,True,149.99,B, true,False,49.99,187.0,59.99,0.0,0.0,-0.42,,0.0,1.67,0.0,2.674808095,-14.74379689,3.33,19,0.0,,,0, false
607,607,1046895,,unknown,unknown,no,False,8,1,589,True,,B, true,False,50.09,200.75,59.99,0.0,0.1,1.405,0.0058,43.65,7.67,15.0,3.595296026,7.779830887999999,1.33,20,0.0,,,0, false
608,608,1012867,30.0,professional,unknown,no,False,8,3,327,False,39.99,C, false,True,36.35,215.75,34.98,0.0,0.0,1.345,0.0226,68.58,35.33,12.0,0.566440993,1.999583498,14.33,30,0.0,,,0, true
609,609,1073890,74.0,retired,rural,yes,False,3,1,234,True,,D, false,False,67.51,450.75,39.99,17.0,18.27,3.525,0.0436,0.0,0.0,0.0,0.0,2.951797529,0.0,8,0.0,,,0, true
610,610,1001022,36.0,professional,town,yes,True,8,5,111,True,29.99,C, false,True,34.19,280.5,35.99,0.0,0.0,-0.13,,87.02,8.0,0.67,10.18555556,5.710178718,2.0,50,0.0,,,0, false
611,611,1079260,68.0,unknown,suburban,yes,False,3,1,212,True,,D, false,True,60.0,36.5,59.99,0.0,1.56,-0.31,-0.0402,6.94,2.0,1.33,1.110833333,-4.246025103,0.67,7,0.0,,,0, false
612,612,1031412,,unknown,suburban,unknown,False,1,4,82,True,149.99,E, true,False,51.25,1667.75,59.99,6.5,0.0,7.425,0.2762,587.32,72.0,50.33,0.535214243,-1.556962815,34.33,25,18.0,,,1, false
613,613,1088932,,unknown,rural,unknown,False,1,1,333,True,,E, true,False,45.89,630.25,51.41,0.0,0.0,-10.265,-1.9048,139.73,11.0,0.0,3.486298038,-12.42351313,12.67,11,6.0,,,0, false
614,614,1022251,24.0,unknown,unknown,no,False,3,1,650,False,,B, false,True,100.96,977.5,76.45,146.0,0.0,4.55,-0.46,170.02,25.67,5.33,1.7079049380000002,16.05586891,15.0,21,2.67,,,0, false
615,615,1027266,56.0,unknown,unknown,unknown,False,7,1,590,True,,C, false,True,31.26,183.25,30.0,0.0,0.0,0.335,0.0144,2.81,0.0,0.0,2.190714286,-18.82655084,3.0,19,0.0,,,0, true
616,616,1068419,40.0,crafts,town,unknown,True,4,3,222,True,9.99,E, false,True,30.9,41.75,39.99,0.0,0.2,-0.415,-0.0152,8.48,1.67,0.0,21.0,1.898265174,0.0,15,0.0,,,0, false
617,617,1080038,,unknown,unknown,unknown,False,1,1,378,True,,C, true,False,64.88,1040.5,44.99,73.25,0.0,-7.23,-0.0766,480.75,30.0,4.0,0.668703704,-13.18500894,3.33,13,8.33,,,0, true
