Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
247,1063967,34.0,crafts,suburban,yes,false,6,1,297,true,,C, false,true,30.26,153.0,29.99,0.0,0.0,1.34,-0.0054,18.26,1.0,0.0,3.357984995,4.641611195,6.67,10,0.0,,,0, true
248,1003745,42.0,professional,unknown,yes,true,6,1,1066,false,,A, false,true,30.44,153.0,29.99,0.5,0.0,-0.4,-0.009000000000000001,16.84,10.67,9.0,5.693611473,0.053247525,1.0,35,0.0,,,0, true
249,1027715,52.0,unknown,suburban,yes,true,6,1,585,true,,B, false,true,40.18,429.25,39.99,26.0,0.32,0.875,0.3142,57.99,7.0,0.0,2.011,0.985963606,57.0,19,0.0,,,0, false
250,1016319,44.0,crafts,unknown,yes,false,6,3,54,true,99.99,A, false,true,207.52,1427.75,36.04,506.75,0.87,-5.855,-1.735,0.0,0.0,0.0,0.0,12.09802574,0.0,26,0.0,,,0, false
251,1049816,32.0,unknown,suburban,unknown,false,6,1,455,true,,B, false,true,6.62,426.5,6.13,0.0,0.49,-3.93,-0.2264,118.07,26.33,10.67,1.04207784,-5.705428434,15.0,15,0.33,,,0, false
252,1009812,36.0,unknown,town,no,true,7,1,985,true,,C, false,true,25.99,68.75,24.99,0.0,0.0,0.385,-0.018000000000000002,8.76,1.67,1.0,1.488832163,-15.37791537,3.67,33,0.0,,,0, true
253,1036112,36.0,clerical,suburban,no,false,7,1,590,true,,B, false,true,31.87,57.0,29.99,0.0,0.39,0.06,0.073,0.18,0.33,0.0,6.490636704,-4.534456389,3.33,19,0.0,,,0, true
254,1034107,60.0,professional,suburban,yes,false,6,1,614,true,,B, false,false,50.46,246.75,59.99,0.0,0.47,-0.135,-0.0094,19.64,2.33,0.33,16.8591224,-1.821006683,9.33,20,0.0,,,0, false
255,1057049,26.0,unknown,unknown,no,false,0,1,335,true,,C, false,false,36.36,889.25,44.99,3.0,0.0,-10.245,-0.0274,66.06,13.67,6.67,0.934069557,-5.073687383,1.67,11,4.67,,,0, false
256,1010865,54.0,clerical,suburban,no,false,4,1,1015,true,,A, false,true,33.75,192.0,30.0,10.75,0.16,-1.28,-0.075,9.3,7.67,0.0,0.763548387,9.293354962,4.0,34,0.0,,,3, true
257,1077178,34.0,professional,town,yes,false,7,3,6,true,129.99,B, false,true,85.9,967.5,84.99,0.0,2.74,-0.71,-0.0306,63.09,20.67,0.0,5.435105435,6.3164786610000005,26.33,11,0.33,,,0, true
258,1052610,,unknown,unknown,unknown,false,0,1,432,true,,F, true,false,277.71,1833.5,75.0,754.75,0.0,12.09,3.1442,452.87,94.0,8.67,2.118510377,10.69513035,86.33,14,0.33,,,0, true
259,1012370,24.0,unknown,town,no,false,6,1,805,true,,A, false,true,36.72,740.75,45.03,3.0,0.0,0.105,0.0134,130.88,13.33,3.67,0.57711114,19.81686085,4.0,26,0.67,1.0,,0, false
260,1095186,,unknown,suburban,unknown,false,0,2,158,true,129.99,E, true,false,35.83,129.5,44.99,0.25,0.0,-1.61,-0.0168,23.06,16.67,0.0,2.043670049,-29.4002426,7.0,7,2.33,,,0, false
261,1064070,52.0,unknown,unknown,unknown,false,7,2,122,true,29.99,C, false,false,88.39,865.25,59.99,96.0,0.0,-10.645,-0.768,348.45,15.0,15.0,1.246922433,-3.048986274,38.0,14,0.33,,,0, true
262,1073885,,unknown,suburban,unknown,false,0,1,342,true,,B, true,false,48.09,508.25,44.99,36.0,0.0,-3.025,-0.031,0.0,0.0,0.0,0.0,4.590945728,0.0,12,0.0,,,0, false
263,1006551,46.0,unknown,suburban,yes,true,9,1,945,false,,A, false,false,31.15,48.0,32.49,0.0,0.0,0.14,-0.0056,0.95,7.0,0.0,0.8165,11.46821722,2.67,31,0.0,,,0, true
264,1090913,,unknown,unknown,unknown,false,1,1,314,true,,B, true,true,55.33,268.5,69.99,0.0,0.1,2.13,-0.0068,74.88,19.67,21.33,2.113227237,-3.5156956,1.33,11,0.0,,,0, false
265,1065773,,unknown,suburban,no,false,1,1,457,true,,D, false,true,36.73,361.75,39.99,18.5,0.26,0.405,0.0962,109.16,0.0,0.0,2.631875,-2.049728789,4.0,16,0.0,,,0, true
266,1072224,32.0,unknown,suburban,no,false,4,1,352,true,,C, false,true,65.75,837.25,69.99,14.25,0.0,8.035,0.2268,0.0,0.0,0.0,0.0,4.645097109,0.0,12,0.0,,,0, true
267,1004014,56.0,unknown,unknown,no,false,8,3,163,true,29.99,A, false,true,38.34,113.5,29.99,17.25,1.92,-0.25,-0.0774,14.53,0.33,0.0,1.843601896,-13.68697568,6.0,35,0.0,,,0, true
268,1068362,,unknown,unknown,no,false,3,1,331,true,,D, true,true,66.53,633.5,44.87,103.75,0.0,2.13,0.9452,159.53,78.0,14.33,1.011029006,5.377524137999999,35.67,11,1.33,,,0, true
269,1010046,50.0,unknown,suburban,unknown,false,0,1,932,false,,A, true,true,54.15,545.5,59.99,7.25,0.0,-2.93,-0.0436,78.29,49.67,14.67,1.865862069,9.842927834,13.0,31,0.0,,,2, false
270,1054730,34.0,unknown,town,yes,false,3,1,521,true,,F, true,true,10.0,38.75,10.0,0.0,0.0,-0.095,,9.16,4.0,2.67,0.7777777779999999,-0.244615943,1.0,18,0.0,,,1, false
271,1079821,,unknown,suburban,unknown,false,0,4,53,true,29.99,B, true,false,55.7,649.25,44.99,42.0,0.0,2.035,0.4454,25.03,15.67,0.0,2.828974359,2.316201271,6.67,7,1.0,,,0, false
272,1013675,46.0,unknown,unknown,no,true,6,1,774,false,,A, false,true,30.26,34.5,29.99,0.0,0.0,0.01,-0.0054,1.34,1.0,0.0,1.4444444440000002,-6.04670066,1.33,25,0.0,,,0, true
273,1091188,,unknown,suburban,yes,false,8,1,312,true,,E, false,false,42.52,1001.5,47.17,10.25,0.0,-10.87,0.0796,535.93,57.33,13.33,0.524325343,12.91598569,29.33,11,10.33,,,0, true
274,1018463,34.0,unknown,town,yes,false,6,1,803,false,,A, false,true,53.33,336.5,38.74,44.75,0.0,0.01,-0.247,113.94,10.0,0.67,2.862017248,11.96878064,3.67,27,0.67,,,0, false
275,1026960,,unknown,unknown,unknown,false,0,3,759,false,29.99,F, true,false,13.92,17.75,10.0,13.5,0.0,-0.355,-0.0782,2.46,1.33,1.67,5.0,-13.35356968,0.0,26,0.0,,,0, true
276,1009674,76.0,retired,unknown,yes,true,5,2,596,true,29.99,A, false,true,30.0,25.0,30.0,0.0,0.0,0.16,,0.22,0.0,0.0,10.94029851,-14.25186951,0.33,33,0.0,1.0,,0, true
277,1058081,52.0,unknown,suburban,yes,false,6,1,437,true,,F, false,true,48.81,490.0,7.42,164.25,0.0,1.86,0.2784,133.61,29.0,20.33,2.421770394,17.726288399999994,6.67,15,0.0,,,0, true
278,1050769,52.0,unknown,suburban,unknown,false,4,1,493,true,,C, false,true,40.29,43.5,49.99,0.0,0.0,-0.75,-0.006,0.39,0.67,0.0,0.283475146,-1.429325621,3.33,17,0.0,,,0, false
279,1044248,20.0,unknown,suburban,no,true,1,2,74,true,199.99,G, true,false,71.06,1084.75,30.0,88.75,0.98,-3.755,-0.5808,347.83,124.0,83.67,0.680766221,4.831772001,21.0,15,8.0,,,0, false
280,1042513,,unknown,unknown,unknown,false,0,1,570,true,,B, true,false,32.7,86.25,29.99,7.75,0.0,-1.725,-0.0542,5.67,2.67,1.67,1.89342693,-14.74848499,2.33,19,0.0,,,0, true
281,1009090,22.0,unknown,suburban,no,false,5,2,502,true,59.99,F, false,true,30.73,118.0,29.99,0.0,0.0,0.0,-0.0148,22.29,21.67,8.0,1.025710947,-10.4122302,2.33,33,0.0,,,0, true
282,1078105,48.0,clerical,town,yes,true,9,1,324,true,,B, false,true,74.59,513.0,44.99,106.0,2.5,1.12,-0.2412,123.75,15.67,0.0,2.092524896,-9.652863539,11.67,11,0.33,,,0, true
283,1027056,36.0,professional,rural,yes,false,6,1,592,false,,C, false,true,30.26,57.75,29.99,0.0,0.0,-0.915,-0.0054,5.43,7.33,1.67,3.10237849,-10.93059632,1.33,19,0.0,,,0, true
284,1055608,,unknown,suburban,no,false,6,1,514,false,,G, false,false,24.51,352.75,40.0,5.75,0.0,0.025,0.1098,84.1,34.33,10.67,1.497162316,5.525861472000001,4.33,17,3.33,,,0, false
285,1004627,,unknown,town,no,false,0,2,493,true,29.99,A, false,false,41.36,285.25,39.82,0.75,0.0,-0.725,-0.2034,25.08,13.0,0.33,2.661937576,5.9932780239999985,4.67,39,1.0,,,0, false
286,1051934,,unknown,town,unknown,false,0,1,483,true,,B, true,false,30.24,162.5,39.99,0.0,0.0,-1.21,-0.005,25.63,10.0,0.0,1.926115582,-1.725955249,2.33,16,0.0,,,0, false
287,1065888,44.0,unknown,town,yes,false,5,7,8,true,29.99,B, false,true,111.53,1190.5,104.99,89.75,0.0,6.97,0.2892,380.93,38.0,42.67,4.304878049,9.554783918,24.33,11,0.0,,,0, true
288,1013692,,unknown,town,unknown,false,0,2,434,false,29.99,C, true,false,52.64,1426.25,59.99,6.5,0.0,12.095,0.1048,356.24,120.67,62.67,0.722699115,35.45053409,8.33,25,11.33,,,0, false
289,1064306,22.0,unknown,unknown,unknown,false,4,2,129,true,149.99,F, false,true,70.73,884.25,69.99,37.0,0.0,5.275,1.0818,266.13,74.33,26.33,1.272523129,4.77704589,24.33,12,0.67,,,0, true
290,1037091,56.0,unknown,town,no,false,6,2,439,true,79.99,B, false,true,43.42,496.5,32.49,0.75,10.63,3.15,-0.1126,144.79,18.33,21.0,1.575159335,6.492623386,19.0,23,0.0,,,0, false
291,1057650,68.0,professional,unknown,yes,true,3,1,440,true,,B, false,true,37.31,228.0,30.0,0.0,0.0,-0.16,-0.0802,12.38,7.67,1.0,1.408450704,-13.60795821,2.33,15,0.67,,,0, true
292,1022529,,unknown,unknown,unknown,false,0,1,646,true,,B, true,false,30.37,70.25,19.91,24.75,0.0,0.155,0.0964,2.85,3.67,0.0,7.223333332999999,4.73800112,1.33,21,0.0,,,0, false
293,1067807,,unknown,unknown,unknown,false,0,3,60,true,149.99,F, true,false,60.47,452.25,49.99,58.5,0.0,-8.645,-0.5096,157.79,20.0,16.0,1.111703177,-8.620210731,5.67,11,8.33,,,0, true
294,1022608,34.0,student,unknown,no,false,1,1,753,true,,B, false,true,54.22,459.25,50.0,1.5,0.52,-4.085,-0.0194,73.57,16.33,0.0,1.875167426,-7.023778913999998,5.33,25,4.33,,,0, false
295,1055741,48.0,professional,rural,yes,true,6,2,126,true,59.99,D, false,true,120.03,1218.5,59.99,201.5,0.29,-7.07,-1.3358,399.24,49.67,1.0,0.907692308,-4.462210263,7.33,11,8.0,,,0, false
296,1000378,44.0,unknown,suburban,no,false,9,4,228,false,29.99,A, false,true,50.98,255.5,49.99,0.0,0.0,2.01,,38.84,15.0,0.33,4.605722261,2.593095851,15.0,52,0.0,1.0,,0, true
297,1004238,28.0,unknown,suburban,unknown,false,6,3,427,true,29.99,A, false,true,71.64,1068.25,49.99,8.25,0.0,-0.585,0.0472,317.96,49.33,17.67,1.624936901,-7.030580906,24.33,34,0.0,,,0, true
298,1097015,,unknown,unknown,no,false,4,1,196,true,,E, false,true,71.3,798.25,49.99,59.0,0.0,3.415,0.3074,183.72,16.0,3.33,0.918478261,-9.206214551,18.33,7,5.0,,,2, false
299,1086798,24.0,unknown,suburban,unknown,false,4,1,184,true,,C, false,true,37.9,241.0,54.99,0.0,0.1,-2.16,0.1418,30.44,6.0,0.33,2.10330962,7.984800728,25.0,6,0.33,,,0, false
300,1083385,48.0,unknown,suburban,yes,true,5,1,308,true,,E, false,true,58.84,479.5,59.99,0.0,0.36,0.75,0.0028,110.15,21.33,5.67,1.331979562,-9.848156458,10.33,11,4.0,,,1, false
301,1005912,56.0,crafts,unknown,no,false,6,1,960,false,,A, false,true,30.27,36.75,30.0,0.0,0.0,-0.235,-0.0054,2.23,0.0,0.0,2.123595506,-5.844115317000001,0.33,32,0.0,,,2, false
302,1080360,62.0,unknown,unknown,yes,false,8,1,270,true,,B, false,true,30.67,240.25,39.99,0.0,0.68,2.695,-0.0136,8.06,1.0,0.33,3.70875,-4.437770568,1.33,9,0.0,,,0, false
303,1034039,52.0,unknown,unknown,no,true,7,1,290,true,,B, false,true,78.92,494.0,74.99,0.0,0.0,-0.4,-0.0134,88.99,34.33,4.67,5.77,4.713749109,9.33,18,0.0,,,0, false
304,1031331,62.0,professional,rural,yes,false,5,1,630,true,,B, false,true,19.99,6.5,19.99,0.0,0.0,0.15,,0.19,1.0,0.0,3.67,-24.52067292,0.0,21,0.0,,,0, true
305,1093627,,unknown,unknown,unknown,false,0,1,222,true,,E, true,false,80.86,1076.5,84.99,3.0,0.0,2.41,0.0554,440.55,36.33,3.0,1.307507688,1.846421082,13.67,8,0.0,,,0, false
306,1016354,60.0,professional,suburban,yes,false,9,1,892,true,,A, false,true,30.0,63.25,30.0,0.0,0.0,-1.265,,0.0,0.0,0.0,2.0030030030000003,-5.529213703,0.0,30,0.0,,,0, true
307,1073516,34.0,professional,suburban,no,false,6,2,236,true,199.99,B, false,true,30.26,46.5,39.99,0.0,0.0,0.23,-0.0054,0.0,0.0,0.0,0.0,1.55972536,0.0,8,0.0,,,0, false
308,1063469,30.0,unknown,town,unknown,true,9,1,408,true,,C, false,true,49.87,1437.25,44.99,42.5,0.0,4.335,0.7806,176.43,3.67,2.0,0.586494457,1.960626979,15.33,14,5.0,,,0, true
309,1071278,50.0,professional,suburban,yes,true,9,3,183,true,199.99,B, false,true,55.18,640.25,44.99,42.25,1.19,-2.505,-0.2522,130.25,36.33,8.33,0.734972967,-5.698452202,10.67,10,0.0,,,0, true
310,1099923,36.0,unknown,unknown,yes,false,4,8,337,true,59.99,C, false,false,,0.0,0.0,0.0,0.0,0.0,,129.6,3.67,1.67,0.7941975309999999,0.518042373,11.33,33,0.0,,,2, true
311,1081148,50.0,unknown,suburban,yes,true,6,2,103,true,149.99,B, false,true,11.79,886.75,10.0,0.25,1.7,10.525,-0.0358,261.88,51.0,4.0,0.75307721,13.92614149,16.0,13,0.0,,,0, true
312,1051591,30.0,unknown,town,yes,false,4,2,7,true,149.99,C, false,true,53.47,728.75,35.99,52.5,0.0,8.665,0.9698,131.16,53.0,22.33,2.1249546390000003,-1.610327634,16.67,16,0.33,,,0, false
313,1071437,50.0,unknown,rural,yes,false,4,1,310,true,,B, false,false,34.99,78.75,44.99,0.0,0.0,-0.735,,0.0,0.0,0.0,0.0,-18.99957836,0.0,10,0.0,,,0, true
314,1090751,,unknown,unknown,unknown,false,0,1,255,true,,E, true,false,85.73,1097.25,104.99,0.0,0.0,-11.585,-0.0148,257.22,134.67,16.0,0.7081503170000001,-1.48944105,147.0,9,1.33,,,0, true
315,1008435,36.0,unknown,unknown,no,false,2,2,525,true,29.99,A, false,true,77.15,663.0,59.99,0.0,17.16,1.94,-0.3432,87.71,16.0,8.33,0.26106368,4.310968038,5.33,36,1.33,,,1, false
316,1084477,32.0,professional,suburban,yes,true,7,1,305,true,,B, false,false,96.37,542.0,44.99,174.25,0.39,2.74,0.6274,20.88,11.67,3.67,2.6046818330000003,-11.02803311,22.0,11,0.0,,,0, true
317,1027738,36.0,unknown,unknown,yes,false,9,2,305,true,129.99,B, false,true,39.15,329.75,30.0,19.5,1.8,1.085,0.0426,75.94,20.67,9.0,2.081632653,-18.49089291,13.0,19,0.33,,,0, false
318,1096461,,unknown,unknown,no,false,3,1,212,true,,B, false,true,44.68,512.25,44.99,18.5,0.0,0.275,-0.0948,1.78,3.33,0.0,1.0,5.210872662,3.33,7,0.0,,,0, false
319,1076787,32.0,unknown,suburban,yes,false,2,1,284,true,,B, false,true,59.6,616.0,59.99,0.0,0.32,4.08,0.2122,82.7,24.0,3.33,1.41536864,-34.28695549,7.67,9,0.0,,,0, false
320,1073411,34.0,unknown,suburban,unknown,false,0,1,299,true,,B, true,false,36.23,315.25,44.99,0.0,0.0,0.095,0.0346,0.0,0.0,0.0,0.0,2.049877941,0.0,10,0.0,,,0, true
321,1093522,,unknown,unknown,no,false,5,1,223,true,,E, true,true,64.92,884.0,42.21,85.25,1.04,-17.68,-2.2156,180.01,17.33,0.67,1.356766399,-22.72069707,26.33,8,30.0,,,0, true
322,1024336,,unknown,suburban,yes,false,9,4,275,true,29.99,B, false,false,338.45,2064.0,152.49,693.75,0.0,-16.7,-3.5712,646.21,91.67,47.67,4.779466199,-3.0536127060000005,22.0,20,1.0,,,0, true
323,1073036,,unknown,suburban,unknown,false,0,1,348,true,,B, true,false,37.88,1104.0,48.62,11.5,0.0,-11.02,-0.0578,148.93,50.67,25.33,0.408092111,-1.128794302,9.67,12,1.0,,,0, false
324,1038775,32.0,unknown,suburban,yes,false,5,1,608,true,,B, false,true,101.9,149.0,104.99,21.0,0.0,0.84,0.1908,18.42,4.33,7.0,1.022,2.21141722,0.33,21,0.0,,,0, false
325,1060507,,unknown,unknown,unknown,false,0,1,426,true,,E, true,false,55.65,359.75,59.99,4.25,0.0,0.085,0.0994,149.05,9.33,4.67,1.150943396,17.71986035,6.67,15,0.33,,,0, false
326,1038217,58.0,unknown,suburban,no,false,3,1,675,true,,B, false,false,82.57,567.75,59.99,61.75,0.31,-1.615,-0.3716,43.71,10.33,0.0,5.495142857,5.598046449,11.0,23,0.0,,,0, true
327,1052089,,unknown,town,unknown,false,0,1,374,true,,E, true,false,58.35,728.0,44.99,69.75,0.1,4.42,0.1058,161.99,24.67,13.0,0.81514392,-3.873075146,22.0,12,0.0,,,2, true
328,1036383,44.0,professional,suburban,yes,true,7,1,633,true,,B, false,true,31.59,100.25,29.99,0.0,1.35,-0.605,-0.032,1.87,1.0,0.0,1.2142474559999998,-11.29565882,5.0,21,0.0,,,0, true
329,1066507,24.0,unknown,unknown,unknown,false,7,1,345,true,,D, true,false,111.65,1615.0,10.0,389.5,0.0,-4.94,0.149,476.21,58.67,3.33,2.246006649,-2.814207608,19.0,11,1.33,,,0, false
330,1039556,32.0,unknown,suburban,no,false,9,3,425,true,129.99,B, false,true,65.25,566.5,94.99,0.0,0.0,-7.93,-1.305,229.31,48.67,15.0,3.2518275780000003,-27.5089386,9.67,16,0.33,,,0, true
331,1083421,50.0,unknown,town,yes,false,8,1,308,true,,D, false,true,55.43,380.5,50.03,29.0,1.76,-2.79,-0.2576,100.04,20.33,1.33,0.446827525,3.451576875,10.67,11,1.0,,,0, false
332,1078639,,unknown,unknown,no,false,5,1,322,true,,C, true,true,80.46,1695.0,89.99,0.0,0.1,19.58,-0.1094,619.51,72.67,52.0,0.76164685,-10.86523025,72.0,11,2.67,,,0, true
333,1099590,,unknown,unknown,no,false,3,1,996,true,,E, false,false,40.74,243.0,34.98,14.75,0.0,2.06,0.2268,12.98,8.33,0.67,0.611620795,-0.456176699,5.33,33,0.33,,,0, true
334,1011031,44.0,unknown,town,yes,true,8,2,405,true,9.99,A, false,true,141.21,695.25,72.29,201.0,0.0,3.295,0.0388,40.62,78.67,21.0,8.206740649,-1.62652318,9.33,34,1.67,,,0, false
335,1099290,38.0,professional,unknown,yes,true,7,2,377,true,29.99,A, false,true,63.52,267.33,76.44,0.0,0.0,0.1334,-0.0706,49.99,27.33,1.67,3.104290199,6.660958059,2.33,29,4.0,,,0, false
336,1066608,,unknown,unknown,unknown,false,0,3,180,true,129.99,G, true,false,38.99,514.25,44.99,8.25,0.0,-0.745,,107.62,30.67,4.33,1.113202207,-9.340320242999999,7.0,13,1.67,,,0, false
337,1075572,,unknown,unknown,unknown,false,0,1,335,true,,C, true,false,34.99,119.75,44.99,0.0,0.0,-0.355,,15.23,0.67,0.0,1.3891666669999998,5.253481606,0.67,12,0.0,,,0, true
338,1036254,30.0,unknown,unknown,unknown,false,6,1,695,true,,B, false,true,41.73,212.25,29.99,30.25,0.16,0.555,0.1618,8.52,5.67,0.0,1.7746531680000002,0.5981925579999999,5.0,23,0.0,,,0, true
339,1048904,,unknown,town,unknown,false,0,3,123,true,29.99,E, true,false,40.92,956.25,36.28,27.25,0.0,-18.385,-1.5152,348.54,93.67,48.67,0.988808737,-12.22229066,11.67,19,15.0,,,0, true
340,1056471,26.0,student,suburban,no,false,7,2,82,true,79.99,B, false,true,47.88,583.75,46.28,4.25,0.0,0.025,-0.139,171.37,43.33,11.67,0.435831648,3.16321903,17.67,11,1.33,,,0, false
341,1082082,,unknown,unknown,unknown,false,0,2,173,true,129.99,B, true,false,87.22,459.0,48.66,0.0,0.0,0.0,,74.65,20.33,2.33,0.419267679,3.259023591,22.0,13,0.67,1.0,,0, true
342,1043326,54.0,unknown,town,yes,true,9,1,516,true,,B, false,true,100.16,446.75,32.49,221.0,0.88,10.385,2.8294,126.89,41.0,14.67,1.876680304,-3.404910165,8.67,17,0.0,,,0, false
343,1020857,,unknown,unknown,unknown,false,6,3,369,true,149.99,G, false,true,68.87,951.5,54.98,49.5,0.0,-8.55,-0.2778,589.27,23.67,31.67,1.619448306,11.08668735,30.0,28,0.0,,,0, true
344,1023934,,unknown,unknown,unknown,false,0,3,205,true,9.99,C, true,false,80.89,850.25,84.99,0.0,2.44,1.455,0.0582,140.85,56.33,18.0,2.641691084,20.07397792,31.33,25,1.0,,,0, true
345,1078657,,unknown,unknown,unknown,false,0,1,383,true,,B, true,false,36.7,253.0,39.99,17.75,0.0,3.42,0.4024,74.1,4.67,0.0,2.463057791,11.07933023,2.0,13,0.0,,,0, true
346,1071515,40.0,crafts,unknown,yes,true,3,1,310,true,,B, false,true,34.19,288.75,39.99,0.0,0.2,1.645,0.004,0.0,0.0,0.0,0.0,3.642057134,0.0,10,0.0,,,0, true
347,1073236,,unknown,unknown,unknown,false,0,4,10,true,249.99,E, true,false,39.38,191.0,44.99,2.0,3.11,0.18,-0.0134,21.75,7.0,0.67,0.725490196,-5.36667113,12.33,12,2.0,,,0, false
348,1076728,36.0,unknown,town,no,false,1,1,391,true,,C, false,false,39.99,239.25,49.99,0.0,0.0,-0.625,,26.45,57.33,17.0,8.098380323999999,24.14950386,0.0,13,0.0,,,0, false
349,1007848,52.0,unknown,unknown,yes,false,9,2,196,true,29.99,A, false,true,35.57,102.0,44.99,0.0,0.58,-0.18,-0.0116,16.16,6.0,4.0,6.705705706,2.177702667,0.0,37,0.0,,,0, false
350,1029171,66.0,unknown,town,yes,false,2,1,745,true,,B, false,true,22.6,173.25,22.5,0.25,0.0,-2.465,-0.452,0.0,0.0,0.0,0.0,-0.7269331059999999,0.0,25,0.0,1.0,,0, true
351,1013735,46.0,crafts,suburban,yes,true,3,1,880,true,,C, false,true,67.22,291.0,29.99,72.0,10.29,0.32,0.1382,28.4,9.33,3.67,2.433049709,-12.08026619,7.33,29,0.33,,,0, true
352,1010221,,unknown,unknown,unknown,false,0,1,1034,true,,C, true,false,29.99,63.75,29.99,0.0,0.0,0.265,,4.1,1.0,0.33,17.96407186,-3.555496596,0.0,34,0.0,,,0, true
353,1074159,30.0,unknown,unknown,no,false,6,1,341,true,,B, false,true,86.24,426.5,54.99,117.25,0.0,-5.23,-0.825,0.0,0.0,0.0,0.0,-10.09636799,0.0,12,0.0,,,0, false
354,1056028,,unknown,unknown,unknown,false,0,1,512,true,,B, true,false,32.63,292.25,39.99,0.0,0.78,1.455,0.0318,141.35,47.0,12.67,0.7183631859999999,-6.779934612000001,2.0,17,0.0,,,0, true
355,1089282,,unknown,unknown,unknown,false,0,1,330,true,,C, true,false,116.74,1086.5,71.44,191.5,0.0,1.83,-0.638,414.26,39.33,5.67,0.763637936,-3.485238369,10.33,11,6.67,,,0, false
356,1028817,,unknown,unknown,unknown,false,0,4,66,true,99.99,C, true,false,31.14,337.25,30.0,3.25,0.0,-0.205,-0.0228,127.62,27.33,50.0,2.398627451,-0.634187662,24.67,21,3.67,,,0, false
357,1037231,58.0,unknown,suburban,yes,false,1,4,103,true,99.99,C, false,true,69.94,1482.0,49.99,40.5,0.0,-1.86,-0.3142,227.51,30.67,28.33,0.453633338,12.5132939,55.67,21,4.33,,,0, true
358,1025142,58.0,professional,unknown,yes,false,6,1,674,true,,A, false,false,36.32,31.5,32.49,0.0,0.58,-0.35,-0.0116,0.33,5.67,0.0,1.400960384,9.528922841,1.67,22,0.0,,,0, false
359,1009467,44.0,unknown,unknown,unknown,false,7,4,302,true,59.99,E, false,true,40.34,834.0,49.99,0.0,0.1,-2.58,-0.0068,274.32,81.0,51.67,0.7487645390000001,-8.994944288,10.67,33,2.67,,,0, false
360,1064635,32.0,professional,unknown,yes,false,6,1,294,true,,B, false,true,31.25,144.25,39.99,0.0,0.0,0.855,-0.0054,11.82,10.67,0.0,3.348336595,7.322254805,2.0,10,0.0,,,0, false
361,1065647,36.0,unknown,unknown,no,true,6,1,397,true,,B, false,true,30.6,280.75,39.99,1.0,0.0,-3.375,0.0076,0.0,0.0,0.0,0.0,-3.3665796510000003,0.0,14,0.0,,,1, false
362,1080969,,unknown,unknown,unknown,false,0,2,246,true,59.99,B, true,false,36.33,54.0,44.99,0.0,0.1,-1.08,-0.0268,0.0,0.0,0.0,0.7130620990000001,-2.671136118,1.33,11,0.0,,,0, true
363,1061636,,unknown,unknown,unknown,false,0,2,19,false,9.99,E, true,false,30.58,285.5,29.99,0.0,0.0,-3.27,0.008,41.66,34.33,1.0,1.70754386,3.981454966,18.33,12,0.33,,,0, false
364,1013822,32.0,unknown,unknown,yes,false,8,2,335,true,79.99,A, false,true,32.18,222.0,39.99,2.0,0.0,-3.48,-0.0438,0.0,0.0,0.0,0.0,6.733635682,0.0,27,0.0,1.0,,0, false
365,1097185,22.0,unknown,unknown,no,false,6,1,191,true,,C, false,false,110.49,467.25,109.99,0.0,0.0,-0.145,-0.01,131.94,22.0,18.0,1.051690141,9.346559982999999,7.67,7,0.0,,,0, false
366,1011043,26.0,unknown,unknown,unknown,false,5,2,294,true,29.99,C, true,true,34.64,147.25,29.99,0.0,0.1,-1.685,-0.028,0.0,0.0,0.0,0.0,10.42795076,0.0,28,0.0,,,0, false
367,1018574,40.0,unknown,suburban,unknown,false,8,2,421,true,59.99,A, true,true,34.73,123.0,39.99,0.0,0.0,0.66,0.005,22.84,6.0,0.67,0.543839208,-13.13435625,2.33,27,0.0,,,0, true
368,1089454,50.0,unknown,town,yes,false,9,1,267,true,,A, false,true,59.72,213.75,44.99,0.0,24.73,-0.595,-0.2358,25.91,8.33,0.67,18.85018727,3.049207448,4.0,9,0.0,,,0, false
369,1055331,32.0,professional,unknown,yes,true,6,1,455,false,,B, false,true,45.12,423.0,44.99,17.25,0.74,2.86,0.1414,80.09,18.33,12.33,3.078065832,-1.899942598,9.67,15,6.67,,,2, false
370,1086090,,unknown,town,unknown,true,6,1,357,true,,B, false,true,36.83,353.0,44.99,5.25,0.0,-4.22,-0.0368,113.44,12.67,0.0,1.4897959180000002,1.541663637,2.0,12,4.67,,,0, true
371,1049956,,unknown,unknown,unknown,false,0,1,454,true,,B, true,false,30.43,160.25,29.99,1.25,0.0,-0.185,-0.0088,6.46,1.67,0.33,2.819918145,-5.32298826,0.67,15,0.0,,,0, false
372,1054357,50.0,unknown,unknown,no,true,3,1,354,true,,E, false,true,48.67,506.25,62.49,0.0,0.0,1.335,-0.0536,69.19,22.0,0.33,0.985221132,-5.434637523999998,8.67,12,0.67,,,0, false
